analysis_period,gvkey,commodity,alpha,beta,p_value_beta,r_squared,spearman_corr,spearman_pval
Up to end_of_2010,3863,SN1 Comdty,9.86949411899137,-0.00017059980222859902,2.535505135799997e-06,0.8762701209130249,-0.7527472527472527,0.002982233389169848
Up to end_of_2010,3969,SN1 Comdty,2.679095297513765,4.2373387197808696e-05,1.120547400968676e-25,0.35696272281600083,0.488043135737913,1.9941771744846454e-16
Up to end_of_2010,3980,SN1 Comdty,-0.004985480397152158,4.682389179157984e-06,6.7728696698673406e-21,0.6553620606393393,0.6548757311002116,1.0546742498325053e-11
Up to end_of_2010,4016,SN1 Comdty,29.81738497739638,0.000603176862605317,3.605255260323036e-67,0.6949180071851746,0.7434624067813624,4.203586675817273e-46
Up to end_of_2010,4036,SN1 Comdty,18.32617543260065,-0.00017647778194980956,1.811312107650654e-13,0.21197753332598568,-0.5660771829849728,6.90920373384902e-21
Up to end_of_2010,4058,SN1 Comdty,27.52088513262689,-7.37963867033165e-05,0.0007047462817486926,0.04443433804726282,-0.14239936689365199,0.022943991095336
Up to end_of_2010,4093,SN1 Comdty,0.8541573538322752,-7.716368429961448e-06,1.4093551833929034e-18,0.27904211095694365,-0.6876688402661046,8.321037606815042e-35
Up to end_of_2010,4108,SN1 Comdty,-0.06851367217217122,1.7696973162909362e-05,3.205958344153897e-39,0.5881005986492969,0.7867756279574822,1.615255122624814e-42
Up to end_of_2010,4115,SN1 Comdty,10.491496228489405,-2.564950071430873e-05,2.8045641775974824e-08,0.14455831173000722,-0.30733327908211044,9.567856553597468e-06
Up to end_of_2010,4145,SN1 Comdty,0.00741028484296967,-8.559049222526325e-08,0.15669142537234085,0.05810886782503455,-0.5246008779277389,0.0010215554523941037
Up to end_of_2010,4199,SN1 Comdty,-130.6675812030078,0.00692548872180453,,1.0,0.9999999999999999,
Up to end_of_2010,4321,SN1 Comdty,216.62744105845846,-0.0025896234632527123,3.571280883008978e-24,0.3637448566855366,-0.6701648887072674,2.3683136546087164e-31
Up to end_of_2010,4367,SN1 Comdty,2.235963360535136,-2.0780060416517944e-05,0.0014482462287045068,0.04031389748312142,0.09661697749121889,0.1283908478528417
Up to end_of_2010,4384,SN1 Comdty,0.21228427120860371,-8.47987114238751e-07,0.0002952969745538895,0.05114986700006641,-0.2571430446596893,3.605468990126471e-05
Up to end_of_2010,4423,SN1 Comdty,3.4229157015573564,-1.263027249880088e-05,1.9510054794368692e-06,0.08675467113138136,-0.4462207463067458,9.833713235804263e-14
Up to end_of_2010,4462,SN1 Comdty,21.226236434767234,-7.662645531319402e-05,0.00017219553510389225,0.28246105517670195,-0.7255599472990777,1.7152291555416547e-08
Up to end_of_2010,4494,SN1 Comdty,28.54489839657521,-0.0004333780096407428,6.490158104095082e-65,0.6879644050777083,-0.571148060499016,3.930530180762899e-23
Up to end_of_2010,4498,SN1 Comdty,0.08680585366310828,-3.4132808898027213e-07,0.006310688202826474,0.029927243416325244,0.005878874995826545,0.9266077119919596
Up to end_of_2010,4503,SN1 Comdty,-47.59159501940562,0.006259598806516194,2.7026732664968976e-23,0.7392172750196178,0.8787603301983642,1.7717941955506214e-25
Up to end_of_2010,4517,SN1 Comdty,-0.2930783631138083,5.0503052577549594e-05,5.777409596316881e-34,0.4586503962069084,0.5887599592130006,4.605267636070972e-24
Up to end_of_2010,4598,SN1 Comdty,11.21617087682082,-8.651362373204403e-05,1.7360307526519906e-33,0.4429740417271445,-0.417776926156217,5.051770445234958e-12
Up to end_of_2010,4605,SN1 Comdty,0.25209603114716694,5.669367128014647e-06,2.3630258501971093e-23,0.331104407059267,0.7346992155829541,1.6347947364785954e-43
Up to end_of_2010,4608,SN1 Comdty,0.37899529844088103,1.8227079914346262e-05,1.9401563016105473e-48,0.5771021446459081,0.5144604988072661,2.3144288881213974e-18
Up to end_of_2010,4611,SN1 Comdty,-2.7237354946506898,0.0007481948706759476,0.19716582199203256,0.06830660945353739,0.3347008547008547,0.0946600224186945
Up to end_of_2010,4640,SN1 Comdty,0.03709605563803593,-4.242787797128358e-07,4.311865879208398e-33,0.43890913782634533,-0.8200662128201254,2.698394684246134e-62
Up to end_of_2010,4685,SN1 Comdty,0.8840337619398869,-3.0664809768220864e-06,0.0007350722806177889,0.044832330404193654,0.07028809454349207,0.2672632455899296
Up to end_of_2010,4699,SN1 Comdty,1.0278909990513625,-4.136987331260778e-06,2.2215232289980084e-08,0.11831021876956072,-0.16623888418508292,0.00831606885454731
Up to end_of_2010,4723,SN1 Comdty,5.67809551036538,0.00016573083379022664,1.3638143115092438e-24,0.346259843390032,0.626476950124402,1.4993549107531941e-28
Up to end_of_2010,4737,SN1 Comdty,13.931154779935051,1.1355229082300359e-05,0.492862672085033,0.0021304678044550274,-0.06450197419414559,0.3376567124807751
Up to end_of_2010,4809,SN1 Comdty,-0.6583699013200386,9.868833797017896e-05,3.1290074831945604e-35,0.4605726389071374,0.7978957281667683,1.1555942744856382e-56
Up to end_of_2010,4839,SN1 Comdty,1.6496904480958394,0.00013147947991381333,8.034923756801046e-83,0.7758297453588019,0.8649859969491435,1.5742958574606658e-76
Up to end_of_2010,4881,SN1 Comdty,0.7599993838067887,-8.519792037688388e-07,0.33106340579313864,0.0037945179473293233,0.16089317600419503,0.010681247644700837
Up to end_of_2010,4885,SN1 Comdty,-0.36474663759503345,0.00016220090294046294,2.22692840004268e-79,0.7556326595903898,0.7246370203756822,8.484282177522694e-43
Up to end_of_2010,4926,SN1 Comdty,51.4965407125338,0.0007864816380270775,9.851540732571212e-16,0.555345891337731,0.6266291541823619,3.0292805598382657e-10
Up to end_of_2010,4973,SN1 Comdty,2.0787400211612805,4.4290961931990765e-05,1.2681040579367079e-05,0.0758801778034437,0.4370056844290852,8.420117459943689e-13
Up to end_of_2010,4988,SN1 Comdty,0.6312158399490315,0.00019568504726090748,3.217609586565208e-51,0.5982409816556993,0.8251163775465951,1.0940184873110195e-63
Up to end_of_2010,4990,SN1 Comdty,0.04849031429734292,-7.938965556850168e-07,1.240365106931443e-19,0.28447516357387326,-0.5297656241578392,2.404909780801564e-19
Up to end_of_2010,5046,SN1 Comdty,6.243939321703831,0.00012170759700928462,7.1931954978389135e-09,0.13741223495245725,0.5387708707279738,1.2198797525768194e-18
Up to end_of_2010,5047,SN1 Comdty,0.1448396469394146,1.2896673640495484e-06,1.8750436224400698e-07,0.10392068674409227,0.3525376157233141,9.97032818308883e-09
Up to end_of_2010,5071,SN1 Comdty,1.6475415220667904,6.890584487625668e-05,1.3355280507332577e-50,0.5936342042055373,0.6514867312480863,1.0445676746055216e-31
Up to end_of_2010,5073,SN1 Comdty,-0.3237706318910909,6.606374984778057e-05,6.832604161188517e-33,0.43684117222223084,0.5792069421494291,6.908844082410713e-24
Up to end_of_2010,5116,SN1 Comdty,1.0447564676857883,-3.175357480311831e-08,0.9648827311004075,7.800329556384433e-06,0.18147023893110992,0.003918268907964017
Up to end_of_2010,5149,SN1 Comdty,0.008432447138718963,1.345343059868299e-05,1.7007187279058142e-62,0.6737182511009016,0.9082218611713466,3.5008694235566747e-96
Up to end_of_2010,5234,SN1 Comdty,0.5122301531760579,-2.1307492541360194e-06,1.0746818243819445e-05,0.07500045441037972,-0.1937581116501795,0.0020447227979327304
Up to end_of_2010,5256,SN1 Comdty,3.0013172635572145,3.561102983030783e-06,0.11425827786992752,0.02748386700513672,0.01813284835234187,0.8637832592436118
Up to end_of_2010,5338,SN1 Comdty,0.18296545952604665,-1.2671551406244969e-06,7.440347428002271e-09,0.12581926358461326,-0.08564823071621464,0.17617168868069674
Up to end_of_2010,5439,SN1 Comdty,0.2522411175476741,3.2227518337389674e-05,3.1579322980335095e-26,0.3645864361274106,0.8053927580971212,2.9372355732035107e-58
Up to end_of_2010,5492,SN1 Comdty,13.794704807285376,-0.0001677476282202854,1.7867030436460478e-16,0.23884979647506244,-0.09740743396792569,0.1237595461247141
Up to end_of_2010,5496,SN1 Comdty,127.48426888474951,-0.0016213375092318993,2.456012091641364e-21,0.30365177423637,-0.7032874634276572,9.030044046849598e-39
Up to end_of_2010,5518,SN1 Comdty,0.16722829849167692,-2.0601487330398817e-06,2.4887989931744768e-36,0.47138181632561904,-0.7933363006335383,1.3621137271603034e-55
Up to end_of_2010,5530,SN1 Comdty,20.990037192955224,0.00012302139182545174,0.02562672219830828,0.9983804614703323,1.0,0.0
Up to end_of_2010,5539,SN1 Comdty,0.18735862298172015,-3.028570610821947e-07,0.3450751716106183,0.0036544261161718383,-0.1410619132965162,0.02694769637971287
Up to end_of_2010,5568,SN1 Comdty,0.19707710897023684,7.101429682572792e-06,6.248697619242604e-20,0.2944529873491628,0.6010437210911873,3.7049118908234055e-25
Up to end_of_2010,5572,SN1 Comdty,0.4832170172402084,2.2320725202428284e-05,3.594447293439708e-22,0.31527010227150776,0.7817429932131147,8.850288832898372e-53
Up to end_of_2010,5581,SN1 Comdty,0.07213124507073251,-9.714963223123772e-07,3.785694434929794e-40,0.5072772215305049,-0.7817404733965952,5.514999801809497e-53
Up to end_of_2010,5597,SN1 Comdty,4.009783999594129,-2.7605777592795374e-05,1.8247672003093322e-05,0.07123374818624417,-0.40173500547916013,3.750191976407772e-11
Up to end_of_2010,5600,SN1 Comdty,0.017244579758458955,3.1248946614791295e-07,2.225511091464529e-14,0.21144549031048387,0.5654797552703431,2.3272005106379556e-22
Up to end_of_2010,5608,SN1 Comdty,11.793048293777225,0.0003136698102870564,2.1459640201985475e-19,0.2784394918498452,0.6393689691170551,2.997717764790639e-30
Up to end_of_2010,5643,SN1 Comdty,0.09949075103178853,7.988967728758866e-06,1.6231225023662888e-22,0.3185546293058972,0.7268608318478263,1.6172094434849688e-42
Up to end_of_2010,5667,SN1 Comdty,3.7927460763415626,-4.5969327426259737e-05,3.540836125204631e-49,0.5828244211955429,-0.8265644265241452,4.2814353642926253e-64
Up to end_of_2010,5680,SN1 Comdty,3.9969204057854646,-1.956307585403228e-05,5.1097304968993504e-08,0.11255849555400432,-0.37667634479440903,6.981402965973699e-10
Up to end_of_2010,5764,SN1 Comdty,0.012562768940986957,0.00015240413690993323,3.95582380662343e-108,0.8584549295215581,0.7773994675166132,2.9831563496577598e-52
Up to end_of_2010,5783,SN1 Comdty,1.7193477340891632,-1.2223020153452527e-05,1.1316484782761073e-23,0.33286213320307456,-0.5738963433361786,2.1842060193625366e-23
Up to end_of_2010,5786,SN1 Comdty,0.0703829534791872,7.3073377855837375e-06,9.449467150187911e-32,0.424895678347221,0.628788194985338,4.9813672637502683e-29
Up to end_of_2010,5870,SN1 Comdty,1.7782472237141498,-1.477955959522036e-05,4.522480176417477e-22,0.31297040156553435,-0.3987123476661301,5.407011865820988e-11
Up to end_of_2010,5878,SN1 Comdty,0.33353259896977944,-3.619905783838657e-06,5.2889527443507944e-08,0.11537995665895984,-0.3275333376115135,1.6491427715194793e-07
Up to end_of_2010,5959,SN1 Comdty,4.701332538532587,-2.9954502654426283e-05,0.022431019494314034,0.9987590392361182,-0.5,0.6666666666666667
Up to end_of_2010,5987,SN1 Comdty,1.0303558231983703,-8.657632561922966e-06,1.6348724694153239e-26,0.5048859142817789,-0.7249430535915343,5.079688226560464e-28
Up to end_of_2010,6008,SN1 Comdty,0.22815532353062568,8.85507133641053e-07,0.05774880002379943,0.025847949278106852,0.2453152214557477,0.0034850527753743543
Up to end_of_2010,6066,SN1 Comdty,5.267444099510416,-0.0001168152782960319,0.01293004014207787,0.26001445464579254,-0.9071146245059288,2.4066965518574185e-09
Up to end_of_2010,6078,SN1 Comdty,-0.5883002954137007,3.282882664175115e-05,3.874064391802778e-111,0.870395537789672,0.9052992820786643,1.8870383833476312e-93
Up to end_of_2010,6100,SN1 Comdty,1.1322302935373407,-1.2992884712023512e-05,3.010801744264362e-29,0.413096602028007,-0.6673906823489518,3.533049023079334e-32
Up to end_of_2010,6136,SN1 Comdty,3.400899717168599,0.0001575657935310592,7.544300106519398e-05,0.8387303586768534,0.6636363636363638,0.025984133918765504
Up to end_of_2010,6223,SN1 Comdty,1.5292961688192324,-9.534190721655956e-06,8.801201410319412e-13,0.1878884717799002,-0.5201451073189647,1.3604661219147328e-18
Up to end_of_2010,6268,SN1 Comdty,3.174538150679515,-1.4276918856530531e-05,0.00035211496957953395,0.050688277835647555,-0.4369228118505812,5.529221101123007e-13
Up to end_of_2010,6304,SN1 Comdty,2.6882392237791533,-4.209915923625696e-06,0.020504380769533675,0.021543071594552266,-0.13517365372791387,0.03300137552778194
Up to end_of_2010,6310,SN1 Comdty,29.48343566202399,-0.00019652807659854534,2.5588325429383767e-11,0.18345382253192444,-0.5447834471595693,1.475415641383569e-18
Up to end_of_2010,6338,SN1 Comdty,8.347014414396277,2.3593857756372003e-05,2.3655210000546805e-05,0.06832412698692147,0.1475638014103288,0.018386091850037856
Up to end_of_2010,6386,SN1 Comdty,0.4334778025005015,1.3395338375012702e-05,1.8411958494421298e-37,0.48227653844623075,0.615820674260572,1.3508043538999095e-27
Up to end_of_2010,6509,SN1 Comdty,23.472405943808106,0.00015217929568166997,6.239670897316511e-50,0.5827573801830831,0.5817730778885011,1.7071986772703943e-24
Up to end_of_2010,6543,SN1 Comdty,0.10253821595961918,2.6425760928906755e-06,6.737761035198736e-47,0.6380224338303255,0.6012604729540867,1.2283221509974902e-21
Up to end_of_2010,6547,SN1 Comdty,0.0573545684177855,-1.1931938936472145e-06,2.4205470319730157e-16,0.2403830842205279,-0.511554147665714,7.122151658830615e-18
Up to end_of_2010,6565,SN1 Comdty,0.2813430145206078,7.4923963960482424e-06,6.811341148667237e-31,0.4195725720116569,0.21762430102508548,0.0005579061945555787
Up to end_of_2010,6573,SN1 Comdty,1.467805524339717,6.0731123888688195e-06,0.0007764243765023594,0.04683642173673108,-0.0319825728035862,0.6234752260078193
Up to end_of_2010,6669,SN1 Comdty,38.28992792961435,-0.00028446274803444393,,1.0,-0.9999999999999999,
Up to end_of_2010,6730,SN1 Comdty,18.701236835196404,-5.614586368382686e-05,7.9169453567533e-05,0.06271944051807954,-0.47019725763708353,9.049779459474947e-15
Up to end_of_2010,6733,SN1 Comdty,0.10027187769712392,-6.618817095862458e-07,4.009559653270579e-13,0.19656761556716917,-0.453373804661079,1.0128288517709264e-13
Up to end_of_2010,6742,SN1 Comdty,12.412010596774302,-0.00010655986759840383,0.0002346282935859717,0.18661463027574943,0.32290573174052967,0.0072369695475199315
Up to end_of_2010,6774,SN1 Comdty,-1.877924624901623,0.0001746691007615706,4.3317028406454304e-98,0.826107321728483,0.7875620088464382,4.060055895808737e-55
Up to end_of_2010,6781,SN1 Comdty,0.37479663227129806,-7.677946027337964e-06,1.0715951800463272e-70,0.7253316874307585,-0.8899285894220454,1.6857342113108829e-85
Up to end_of_2010,6829,SN1 Comdty,12.856795647984539,4.290356438555606e-06,0.6672439496566667,0.0007317816532260712,-0.006493537039942425,0.9178160597148561
Up to end_of_2010,6867,SN1 Comdty,6.594503672987056,-4.158398499893787e-05,2.4140571650335017e-16,0.23375383748360834,-0.6425944856460399,4.2570960044541745e-31
Up to end_of_2010,6932,SN1 Comdty,5.885758483447144,9.702949087189857e-05,8.856931406534214e-32,0.42012980719489,0.6149752706336582,6.3919088554347e-28
Up to end_of_2010,7065,SN1 Comdty,1.488623438670421,-2.7434897914637244e-05,2.538676122461055e-13,0.41290870222932297,-0.7829924987213203,1.504352830495003e-22
Up to end_of_2010,7085,SN1 Comdty,1.0396628494554332,-2.5079988707119777e-06,0.03136718920581028,0.01818015639696058,-0.21930865856727857,0.00041884263186619115
Up to end_of_2010,7116,SN1 Comdty,-0.08986846809519017,4.20138277612198e-06,2.878700315114976e-06,0.46004904021028437,0.8555788553858568,7.76969026500633e-12
Up to end_of_2010,7146,SN1 Comdty,4.60395315750271,0.0005431981732430893,3.250402360475535e-62,0.666178065797079,0.4874554733898238,1.2645094221015867e-16
Up to end_of_2010,7163,SN1 Comdty,0.008656682005539325,1.0744975966781046e-05,3.7017697559375043e-47,0.5834571613694581,0.8268505923561569,2.0403087865488334e-61
Up to end_of_2010,7257,SN1 Comdty,347.5519491007545,-0.0009331071038801066,0.3208658453064181,0.004088960692686827,-0.04071520058411503,0.5275982485686064
Up to end_of_2010,7275,SN1 Comdty,0.02717002206079222,5.061782366958627e-09,0.8746421579798376,9.856810984565367e-05,0.0567985052654254,0.36638118973823863
Up to end_of_2010,7343,SN1 Comdty,0.59052824709375,1.0763250951878754e-05,2.336848107280836e-15,0.22005929206076325,0.024115677379539156,0.7015268205276034
Up to end_of_2010,7420,SN1 Comdty,30.301563338079053,0.0008565990101420575,3.1039029390735873e-47,0.8946539901559883,0.9726623740201568,9.07066856320832e-61
Up to end_of_2010,7437,SN1 Comdty,0.8438409571808301,-1.6190323384225244e-05,0.1496529738412808,0.014983065757496417,0.2842538864576849,0.0006648588177192443
Up to end_of_2010,7526,SN1 Comdty,0.19541828993591775,2.1436296208449187e-06,3.8291709241175774e-19,0.27417444601152785,0.27679701939128964,8.210841995275338e-06
Up to end_of_2010,7549,SN1 Comdty,-1.228455378268563,8.346941453876852e-05,0.07197719540267138,0.04039959254970493,0.0565382595890876,0.6161341270806489
Up to end_of_2010,7585,SN1 Comdty,4.632027452610297,-3.315169440483105e-05,1.7541841485943518e-10,0.14894136103745204,-0.5960204666882964,6.463610671524345e-26
Up to end_of_2010,7647,SN1 Comdty,0.06517389719650246,-9.092287854952901e-07,0.00759134501534342,0.9848749384884552,-0.7999999999999999,0.20000000000000007
Up to end_of_2010,7648,SN1 Comdty,38.74768424675674,-0.00028192577337479534,2.818621318141095e-10,0.1458130119854556,-0.5479495874282272,2.2014193606833928e-21
Up to end_of_2010,7733,SN1 Comdty,2.08954690500111,-2.0359144086033096e-05,7.251429908844216e-62,0.8086905623258901,-0.7894728991502665,3.089025059142688e-37
Up to end_of_2010,7741,SN1 Comdty,1.5161521900819142,-2.461005846690212e-05,3.9486018842312004e-13,0.2518595354504153,-0.6963600624592604,5.090992642117628e-28
Up to end_of_2010,7762,SN1 Comdty,1.5833024003753888,1.878624855171861e-05,2.3062002885654526e-10,0.18666651118557098,0.3827192758406963,2.8516575959979874e-08
Up to end_of_2010,7985,SN1 Comdty,1.4958946891580025,-1.2665410643620624e-05,0.011756241848046394,0.025522912254995478,-0.10527355120925952,0.09811262476077233
Up to end_of_2010,8007,SN1 Comdty,6.812715677130387,-3.824330102837086e-05,0.00010135523033451248,0.09994671268184496,-0.4825879567513174,6.89964962880598e-10
Up to end_of_2010,8463,SN1 Comdty,0.003021363978110464,1.226103649781623e-07,6.543010086927981e-17,0.2474804338905705,-0.1034636096122482,0.10406027542593858
Up to end_of_2010,8699,SN1 Comdty,1.4809359401521638,5.588881306057362e-06,0.08140022844160441,0.012547258708656472,0.051489082514758165,0.4242747897823227
Up to end_of_2010,8762,SN1 Comdty,0.14432476731302452,-9.09703145264341e-07,7.441886487621185e-17,0.2547784645472523,-0.27306746505244134,1.8603028869274953e-05
Up to end_of_2010,8807,SN1 Comdty,0.029707366965990616,4.069966250922491e-07,1.3109321113155134e-34,0.44909840110529076,0.3376317810616008,3.234513089134511e-08
Up to end_of_2010,8850,SN1 Comdty,-1.0346025434593251,9.085208607100742e-05,4.837994526526368e-59,0.670379994797152,0.4845824165030738,1.7741340455619902e-15
Up to end_of_2010,9016,SN1 Comdty,0.04446034524931852,6.626968008396458e-05,8.176649692690166e-57,0.663663681143374,0.5690433821601794,1.769032447217188e-21
Up to end_of_2010,9216,SN1 Comdty,0.3867847519751375,4.179377631484275e-06,2.453564077659298e-13,0.19332502292898068,0.5802936997601563,4.425567080805582e-24
Up to end_of_2010,9225,SN1 Comdty,0.8377648077047667,4.9441656819736326e-05,5.321631679283852e-47,0.5642828782103149,0.9123967543287341,5.679109566851239e-99
Up to end_of_2010,9273,SN1 Comdty,4.680401822083492,-5.492222961176343e-05,3.783984342728396e-22,0.31603907621567096,-0.7004606109883621,4.731618238723892e-38
Up to end_of_2010,9299,SN1 Comdty,0.28466781894403703,-5.274699987337023e-07,0.39974684649469816,0.005181269131142585,-0.4311711583158135,1.1654557298450976e-07
Up to end_of_2010,9317,SN1 Comdty,1.4506049357395052,3.3396671879254644e-06,7.784026172864322e-05,0.19859149358269956,0.3539638708904283,0.0021249452885322025
Up to end_of_2010,9324,SN1 Comdty,0.4511360470778849,-6.330307932119844e-06,2.518029137978936e-32,0.5115734655497668,-0.843643061986196,7.727294133282906e-55
Up to end_of_2010,9465,SN1 Comdty,5.695638690512591,-0.00015887431681776867,1.0893862474578214e-10,0.9799462350352228,-0.9120879120879121,1.3975552674444554e-05
Up to end_of_2010,9466,SN1 Comdty,2.3139353902362387,-3.925404007084967e-07,0.9050531150209115,5.771765827644604e-05,-0.25184342529946524,5.8446931245834185e-05
Up to end_of_2010,9555,SN1 Comdty,7.2158822660178945,3.9682291979398616e-05,1.856372532174379e-07,0.17036848115989356,0.09672200936585319,0.24222593256345137
Up to end_of_2010,9611,SN1 Comdty,1.91786315755955,-1.0677999926163935e-05,0.00026669176105290163,0.055330175463479736,-0.403640539206265,1.1621739130526187e-10
Up to end_of_2010,9664,SN1 Comdty,1.6743227463541284,-1.1220029806904602e-05,7.774605987365185e-07,0.09429017142225538,-0.21624209311061632,0.0005907761270069222
Up to end_of_2010,9667,SN1 Comdty,25.715971122347813,-0.00013756456670086886,1.2290628943791846e-07,0.10811122655792438,-0.4162847390547724,9.017312941744127e-12
Up to end_of_2010,9771,SN1 Comdty,1.58158528153323,3.3742317366966044e-05,2.217169733360156e-42,0.5299979680803191,0.7588010241759372,6.782366217392918e-48
Up to end_of_2010,9777,SN1 Comdty,-0.008688740671903214,1.3025943088735986e-06,3.1957462251153565e-48,0.573948650633936,0.8495800393251631,2.0892709216519424e-71
Up to end_of_2010,9783,SN1 Comdty,-0.0600625792645914,2.6900421245232076e-06,9.402797799694903e-09,0.1332404208532011,-0.6254113840675177,1.077599801926044e-26
Up to end_of_2010,9815,SN1 Comdty,1.4436794088325002,3.9907290733141544e-05,9.909748111274083e-32,0.4285498524126079,0.5631191071541424,3.7793542778807497e-22
Up to end_of_2010,9846,SN1 Comdty,0.008957102637959635,-5.896619127378131e-08,1.330267238162318e-10,0.152428483392555,0.20762945213269482,0.000913690568019727
Up to end_of_2010,9849,SN1 Comdty,-0.06162975170186438,5.016213409201766e-06,1.4407510517472241e-81,0.7746662711708074,0.8665532896807707,3.2998452728109066e-76
Up to end_of_2010,9850,SN1 Comdty,1.0605076524637078,-1.029494169257948e-05,1.830870531168924e-12,0.24401973163149504,-0.5414948923024476,4.201153690665795e-15
Up to end_of_2010,9882,SN1 Comdty,0.03947492789702166,-6.160296192087929e-07,7.083985383082025e-30,0.4034795775261002,-0.8996074895047557,6.21907812096347e-92
Up to end_of_2010,9890,SN1 Comdty,0.5688052493880564,-3.0536489488701095e-06,3.2308461787328422e-09,0.1330060937435359,-0.1763426491499685,0.005354848629318551
Up to end_of_2010,9899,SN1 Comdty,3.87205869020641,-5.892257927624219e-05,7.304261380420507e-14,0.21078047437860647,-0.48330950473325046,2.152224166674875e-15
Up to end_of_2010,9969,SN1 Comdty,3.7605604810264293,-7.173504028874173e-05,0.020679972175451915,0.7746916135650324,-0.6571428571428573,0.15617492711370237
Up to end_of_2010,10000,SN1 Comdty,15.528286569639784,0.0017839405987263447,3.976001055167765e-58,0.6404490932848041,0.8004227945770925,3.669351466236141e-58
Up to end_of_2010,10008,SN1 Comdty,0.021872018953726084,1.2001612181617804e-06,0.014469690302718496,0.03172234010968933,0.6155968723237177,5.416866652977407e-21
Up to end_of_2010,10016,SN1 Comdty,0.08932277853920352,-1.6932553208765068e-06,1.93615864416712e-05,0.3082812187781151,-0.4297577140500683,0.0014749863487404117
Up to end_of_2010,10035,SN1 Comdty,0.9186097246912525,3.67466250826267e-05,1.4793086057964468e-63,0.6785798581757627,0.6935264654285014,1.8103101174714906e-37
Up to end_of_2010,10056,SN1 Comdty,11.10573282265756,-1.1152989404286532e-05,0.12336832015834362,0.009822622189455066,-0.4143523537384859,1.6875472539348724e-11
Up to end_of_2010,10096,SN1 Comdty,1.0091494595363613,-1.3127163012082902e-05,0.34123202312980955,0.15110944818032568,-0.23323859266661226,0.5782790921913368
Up to end_of_2010,10247,SN1 Comdty,-53.695891523001855,0.0025921212661543657,5.643912371597224e-51,0.7232509035741398,0.8329921717283998,4.128864383832724e-47
Up to end_of_2010,10405,SN1 Comdty,20.303942467968927,-0.0001330567340354495,4.655489333825932e-13,0.18722421629965957,-0.6648461597473945,6.64234418669292e-34
Up to end_of_2010,10411,SN1 Comdty,0.969545348418713,1.7682436493873785e-05,6.55682201221913e-05,0.1536652225403946,0.4594001836265969,1.952758501189042e-06
Up to end_of_2010,10441,SN1 Comdty,9.671403571131641,0.001553277348114558,1.6314643006108018e-93,0.8110167890079581,0.8655550155839133,6.028370196546909e-78
Up to end_of_2010,10453,SN1 Comdty,21.23267115896845,0.0003411287731894345,5.756252053109846e-56,0.6275187711233619,0.44996653402352627,4.5842523080824306e-14
Up to end_of_2010,10499,SN1 Comdty,0.15192440381621353,-2.4602670683475253e-06,0.2628925474340057,0.03468787776765114,-0.214926679798643,0.19502918519061752
Up to end_of_2010,10504,SN1 Comdty,4.229387050932958,-1.8903058079269775e-06,0.8505626932144201,0.0001507091282354489,-0.25217461354567267,8.366941921656524e-05
Up to end_of_2010,10519,SN1 Comdty,0.1843776311764544,-1.5772372926639803e-06,2.1357459803844084e-14,0.2402924146953206,-0.6518959008884828,2.1259271246525278e-27
Up to end_of_2010,10530,SN1 Comdty,2.201691167902885,-7.884570724251065e-06,3.2543014215357883e-07,0.09854566689258037,-0.21750733397714472,0.00048069518474353265
Up to end_of_2010,10549,SN1 Comdty,0.19497828045579874,1.711010672206643e-06,0.0007514657071053981,0.05065067691642111,0.04186913966281775,0.53580346710509
Up to end_of_2010,10581,SN1 Comdty,0.0411770441226078,5.267209581278842e-07,0.18397208093181117,0.2730525814585084,0.523809523809524,0.18272075053971482
Up to end_of_2010,10609,SN1 Comdty,12.82852982523756,4.8331474915833e-05,3.665322564258052e-05,0.06838908682662337,0.06173141251061051,0.3379367688568382
Up to end_of_2010,10614,SN1 Comdty,21.881602843651873,0.000102610392399692,0.05741429220429698,0.044950542404693206,0.1395212285456188,0.2141404935243805
Up to end_of_2010,10618,SN1 Comdty,283.22794807846435,0.009067896386399004,2.0664030712929566e-05,0.07260099461925995,0.59657503572161,8.135187457460861e-25
Up to end_of_2010,10735,SN1 Comdty,6.4897990205726,7.212889972344032e-05,2.275635621169972e-49,0.5962578678916575,0.793343593537467,7.309963933251576e-54
Up to end_of_2010,10789,SN1 Comdty,0.24555118526560932,2.5027781978955326e-05,3.5933497132661463e-14,0.7162268306273738,0.7330854617729446,3.1259885166716894e-09
Up to end_of_2010,10793,SN1 Comdty,16.43545732243232,0.0001326918024153678,4.8837439130566935e-06,0.15790260319224225,0.03284348205115325,0.7172599216215898
Up to end_of_2010,10867,SN1 Comdty,1.041470666587663,-3.1945748993297224e-06,0.0010918015016474745,0.04268169371309638,-0.4709969342844188,4.830599580432702e-15
Up to end_of_2010,10903,SN1 Comdty,1.1826478218476453,3.854139726188229e-06,0.018814645051283208,0.023357268049303825,-0.16307764502244024,0.012115526138322563
Up to end_of_2010,10916,SN1 Comdty,1.89168016997668,3.204100065083481e-05,6.41590207774345e-05,0.06275401617939713,-0.06529822249946568,0.30475034995796174
Up to end_of_2010,10920,SN1 Comdty,0.033043040625813994,-3.5169477534458587e-07,0.02276442032678408,0.8618703561278155,-0.8999999999999998,0.03738607346849874
Up to end_of_2010,10983,SN1 Comdty,58.91755268433287,-0.0013439619622784224,2.9512756358378905e-74,0.7374054407192625,-0.8517926599808134,7.260160810677244e-72
